edad,sexo,comunidad,pais_nacimiento,situacion_prof,jornada_semanal,renta_cta_ajena,renta_cta_propia,anyo,ponderacion
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,289.20511
44,Hombre,Catalunya,Espanya,autónomo,40,0.0,17500.0,2019,291.50422000000003
59,Hombre,Catalunya,Resto,asalariado,40,22142.0,0.0,2019,210.80059
53,Mujer,Catalunya,Resto,, ,0.0,0.0,2019,210.28633
44,Mujer,Catalunya,Resto,asalariado, ,6958.34,0.0,2019,290.09803
20,Hombre,Catalunya,Resto,asalariado,40,4920.3,0.0,2019,293.82916
25,Hombre,Catalunya,Resto,asalariado,40,16876.8,0.0,2019,292.38155
49,Hombre,Catalunya,Resto,asalariado,40,5128.1,0.0,2019,316.80118
42,Mujer,Catalunya,Resto,, ,0.0,0.0,2019,315.6977
23,Hombre,Catalunya,Resto,, ,0.0,0.0,2019,318.18273
17,Hombre,Catalunya,Resto,, ,0.0,0.0,2019,319.75808
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,237.30432000000002
50,Hombre,Catalunya,Espanya,asalariado,40,45676.3,0.0,2019,431.29870999999997
45,Mujer,Catalunya,Espanya,asalariado,40,9502.3,0.0,2019,429.79641
17,Mujer,Catalunya,Espanya,, ,562.0,0.0,2019,437.5361
33,Hombre,Catalunya,Espanya,asalariado, ,11554.2,0.0,2019,404.28495
39,Hombre,Catalunya,Espanya,asalariado,40,3398.6,0.0,2019,402.26424
57,Mujer,Catalunya, ,, ,0.0,0.0,2019,0.0
71,Mujer,Catalunya,UE-28,asalariado, ,0.0,0.0,2019,213.09565
79,Hombre,Catalunya,UE-28,asalariado, ,0.0,0.0,2019,366.44371
76,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,365.97733
42,Hombre,Catalunya,Espanya,asalariado,40,7997.4,0.0,2019,368.7918
42,Hombre,Catalunya,Espanya,asalariado,40,45637.0,0.0,2019,312.63642000000004
42,Mujer,Catalunya,Espanya,asalariado,34,20296.8,0.0,2019,311.49037000000004
54,Mujer,Catalunya,Resto,asalariado, ,10367.0,0.0,2019,442.07230999999996
38,Hombre,Catalunya,Espanya,asalariado,40,28504.3,0.0,2019,444.76305999999994
36,Mujer,Catalunya,Espanya,asalariado,40,14071.8,0.0,2019,443.13267
52,Hombre,Catalunya,Espanya,asalariado,38,38984.9,-7300.6,2019,342.0417
48,Mujer,Catalunya,Espanya,asalariado,38,24220.2,0.0,2019,339.71915
51,Hombre,Catalunya,Espanya,asalariado,40,16472.0,0.0,2019,231.91324
79,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,304.34972999999997
42,Mujer,Catalunya,Espanya,asalariado,40,25276.8,0.0,2019,279.41799
42,Hombre,Catalunya,Espanya,asalariado,40,27124.9,0.0,2019,280.44603
46,Hombre,Catalunya,Espanya,asalariado,45,36975.6,0.0,2019,397.06467999999995
44,Mujer,Catalunya,Espanya,asalariado,40,6817.6,0.0,2019,395.68163
76,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,374.59231
75,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,374.01923999999997
48,Hombre,Catalunya,Espanya,asalariado,60,3997.4,0.0,2019,376.92355
57,Hombre,Catalunya,Resto,asalariado, ,9239.3,0.0,2019,468.87942999999996
53,Mujer,Catalunya,Resto,, ,0.0,0.0,2019,467.73557
28,Mujer,Catalunya,Resto,asalariado,20,3718.2,0.0,2019,483.75580999999994
22,Hombre,Catalunya,Resto,asalariado,20,3511.1,0.0,2019,472.54812999999996
70,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,368.87836
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,368.8164
43,Hombre,Catalunya,Espanya,asalariado,50,33370.5,0.0,2019,371.74841000000004
29,Mujer,Catalunya,Espanya,asalariado,30,0.0,18227.2,2019,732.54675
31,Mujer,Catalunya,Espanya,autónomo,15,0.0,17438.2,2019,732.54675
46,Hombre,Catalunya,Espanya,asalariado,40,26477.5,0.0,2019,347.44615
37,Mujer,Catalunya,Espanya,asalariado,40,27628.6,0.0,2019,346.23593
52,Mujer,Catalunya,Espanya,asalariado,40,22563.3,0.0,2019,201.32986
18,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,204.40841
52,Hombre,Catalunya,Espanya,asalariado,50,8455.1,893.85,2019,466.62788
50,Mujer,Catalunya,Espanya,asalariado,40,13714.4,893.85,2019,463.45937000000004
22,Hombre,Catalunya,Espanya,asalariado,40,7355.1,0.0,2019,466.54105999999996
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,471.2331
57,Mujer,Catalunya,Espanya,asalariado,40,17101.9,0.0,2019,433.09862999999996
33,Hombre,Catalunya,Espanya,asalariado,40,26310.8,0.0,2019,436.47553
26,Hombre,Catalunya,Espanya,asalariado,40,7189.0,0.0,2019,436.47553
71,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,219.15063999999998
74,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,219.11382999999998
68,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,327.00981
62,Mujer,Catalunya,Espanya,asalariado,37,54550.7,0.0,2019,330.55124
25,Hombre,Catalunya,Espanya,ayuda familiar, ,292.1,730.0,2019,330.93063
23,Mujer,Catalunya,Espanya,, ,2306.3,0.0,2019,330.40099
73,Hombre,Catalunya,Resto,asalariado, ,0.0,0.0,2019,236.95326
62,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,239.51941000000002
70,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,374.85204
67,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,374.78907999999996
40,Mujer,Catalunya,Espanya,autónomo,40,0.0,18279.3,2019,376.38376
53,Hombre,Catalunya,Espanya,asalariado,38,41937.0,0.0,2019,199.2707
49,Hombre,Catalunya,Espanya,asalariado,40,37538.7,0.0,2019,407.43437
49,Mujer,Catalunya,Espanya,asalariado,35,11018.6,0.0,2019,406.50817
21,Mujer,Catalunya,Espanya,asalariado, ,6955.1,0.0,2019,408.55624
17,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,411.23721
61,Hombre,Catalunya,Espanya,asalariado,40,27079.3,0.0,2019,266.69672
52,Mujer,Catalunya,Espanya,asalariado,40,14714.2,0.0,2019,265.40401
50,Hombre,Catalunya,Espanya,asalariado,40,20773.5,0.0,2019,327.9191
51,Mujer,Catalunya,Espanya,asalariado,40,26783.6,0.0,2019,325.99496
18,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,332.66143
59,Hombre,Catalunya,Espanya,asalariado,60,33356.9,0.0,2019,163.02948999999998
59,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,163.17133
37,Hombre,Catalunya,Resto,asalariado, ,17143.1,0.0,2019,349.44971
34,Mujer,Catalunya,Resto,, ,0.0,0.0,2019,359.23205
31,Hombre,Catalunya,Resto,asalariado, ,8071.64,0.0,2019,350.71835
85,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,261.51152
58,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,236.09162999999998
60,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,236.29702999999998
21,Mujer,Catalunya,Espanya,asalariado,40,14959.0,0.0,2019,237.55809
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,261.51152
34,Hombre,Catalunya,Espanya,autónomo, ,0.0,17500.0,2019,420.50222
31,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,430.11297
42,Hombre,Catalunya,Espanya,asalariado, ,10683.1,0.0,2019,256.49778
74,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,223.11125
56,Hombre,Catalunya,Resto,asalariado, ,4311.4,0.0,2019,195.30432
61,Mujer,Catalunya,Resto,asalariado,40,14559.6,0.0,2019,196.6068
47,Mujer,Catalunya,Espanya,asalariado,40,11841.31,0.0,2019,300.59097
18,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,305.63286
40,Hombre,Catalunya,Resto,Empleador,50,0.0,5163.7,2019,254.58887000000001
36,Mujer,Catalunya,Resto,asalariado,40,8981.8,20912.3,2019,253.65561
55,Hombre,Catalunya,Espanya,asalariado,40,26327.3,0.0,2019,199.2707
44,Hombre,Catalunya,Espanya,asalariado,40,13511.0,0.0,2019,294.65347
44,Mujer,Catalunya,Espanya,asalariado,40,15344.0,0.0,2019,293.57335
52,Mujer,Catalunya,Espanya,asalariado, ,2459.8,0.0,2019,311.03758
50,Hombre,Catalunya,Espanya,autónomo,45,21974.2,0.0,2019,312.87343
18,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,317.39817
59,Hombre,Catalunya,Espanya,Empleador,50,40755.3,0.0,2019,446.68408
55,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,445.59437
26,Hombre,Catalunya,Espanya,asalariado, ,23491.5,0.0,2019,450.55855
24,Hombre,Catalunya,Espanya,asalariado,40,20116.3,0.0,2019,450.17912
54,Mujer,Catalunya,Espanya,asalariado,40,24130.2,0.0,2019,371.29155
59,Hombre,Catalunya, ,, ,0.0,108.8,2019,0.0
57,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,290.08139
23,Hombre,Catalunya,Espanya,asalariado, ,5111.8,0.0,2019,292.09698
58,Hombre,Catalunya,Resto,asalariado,40,33405.0,0.0,2019,266.66302
35,Hombre,Catalunya,Espanya,autónomo,20,441.8,0.0,2019,268.97601000000003
37,Hombre,Catalunya,Espanya,asalariado,40,38674.8,0.0,2019,280.44603
36,Mujer,Catalunya,Espanya,asalariado,40,13045.9,0.0,2019,279.41799
74,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2019,187.49088
51,Hombre,Catalunya,Espanya,asalariado,40,23170.4,0.0,2019,342.98401
47,Mujer,Catalunya,Espanya,asalariado,20,12482.6,0.0,2019,340.65507
23,Mujer,Catalunya,Espanya,asalariado,40,20663.9,0.0,2019,342.37136
17,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,344.61802
43,Hombre,Catalunya,Espanya,asalariado,40,39336.4,0.0,2019,372.65475
43,Mujer,Catalunya,Espanya,asalariado,40,26054.6,0.0,2019,371.28869
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,252.35846
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,252.03727
42,Hombre,Catalunya,Espanya,asalariado,40,36635.5,0.0,2019,355.01995
42,Mujer,Catalunya,Espanya,asalariado,40,24143.7,0.0,2019,353.71854
67,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,252.02687000000003
64,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,254.75626
58,Mujer,Catalunya,Espanya,asalariado,40,22789.9,0.0,2019,238.38214
37,Hombre,Catalunya,Espanya,asalariado,40,20163.0,0.0,2019,239.04004
33,Mujer,Catalunya,Espanya,asalariado,40,17136.8,0.0,2019,298.20631000000003
39,Hombre,Catalunya,Espanya,asalariado,40,31818.1,0.0,2019,290.08577
73,Hombre,Catalunya,Espanya,Empleador,50,0.0,0.0,2019,233.09175
70,Mujer,Catalunya,Espanya,asalariado,50,0.0,10700.4,2019,233.0526
73,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,237.30432000000002
36,Mujer,Catalunya,Resto,asalariado,40,8873.8,0.0,2019,335.21855
40,Hombre,Catalunya,Espanya,asalariado,48,24886.8,0.0,2019,336.4519
54,Mujer,Catalunya,Espanya,asalariado,40,12563.3,0.0,2019,428.87469000000004
31,Hombre,Catalunya,Espanya,asalariado,40,22253.8,0.0,2019,433.65261
59,Mujer,Catalunya,UE-28,asalariado, ,0.0,0.0,2019,140.96233
50,Mujer,Catalunya,Espanya,asalariado,40,13514.2,0.0,2019,518.82466
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,278.14738
73,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,248.26406
69,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,248.22236
65,Mujer,Catalunya,Espanya,autónomo,50,10705.8,0.0,2019,271.33874
68,Hombre,Catalunya,Espanya,asalariado, ,0.0,30038.2,2019,268.43169
57,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2019,154.15145
31,Hombre,Catalunya,Espanya,asalariado, ,2666.6,0.0,2019,567.0890400000001
26,Mujer,Catalunya,Espanya,asalariado, ,3213.04,0.0,2019,580.0501
75,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,248.26406
68,Mujer,Catalunya,Espanya,Empleador, ,0.0,0.0,2019,248.22236
61,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,271.33874
69,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,268.43169
54,Hombre,Catalunya,Espanya,asalariado,40,77402.5,0.0,2019,410.76192000000003
54,Mujer,Catalunya,Espanya,asalariado,40,23418.6,0.0,2019,406.50296000000003
22,Mujer,Catalunya,Espanya,, ,1168.3,0.0,2019,410.0282
34,Mujer,Catalunya,Espanya,asalariado,40,22237.8,0.0,2019,512.02882
33,Hombre,Catalunya,Espanya,asalariado,40,16131.7,0.0,2019,500.58769
58,Hombre,Catalunya,Espanya,asalariado,30,10016.6,0.0,2019,136.07443
60,Hombre,Catalunya,Espanya,asalariado, ,24975.7,0.0,2019,163.02948999999998
60,Mujer,Catalunya,Espanya,asalariado,40,10278.6,0.0,2019,163.17133
81,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,216.83818
77,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,216.56221000000002
76,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,200.29978
72,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2019,199.99335
75,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,237.30432000000002
38,Hombre,Catalunya,Espanya,asalariado,40,27496.0,0.0,2019,256.30162
36,Mujer,Catalunya,Resto,asalariado,20,0.0,0.0,2019,255.36209
49,Mujer,Catalunya,Espanya,autónomo,44,0.0,19824.0,2019,242.8504
18,Hombre,Catalunya,Espanya,, ,0.0,16516.0,2019,245.67556000000002
75,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,171.34925
53,Mujer,Catalunya,Espanya,asalariado,40,15113.8,0.0,2019,398.18947000000003
25,Hombre,Catalunya,Espanya,asalariado,40,20335.6,0.0,2019,402.28647
21,Mujer,Catalunya,Espanya,asalariado, ,2185.8,0.0,2019,401.64262
55,Hombre,Catalunya,Espanya,asalariado,40,51631.4,0.0,2019,385.65879
55,Mujer,Catalunya,Espanya,asalariado,40,15104.8,0.0,2019,381.66011000000003
23,Mujer,Catalunya,Espanya,asalariado,40,14541.4,0.0,2019,384.96992
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,261.51152
49,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,321.04488
60,Mujer,Catalunya,Espanya,asalariado,10,6449.5,0.0,2019,147.57001
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,279.11852000000005
57,Hombre,Catalunya,Espanya,asalariado,35,46784.3,0.0,2019,280.24709
40,Hombre,Catalunya,Espanya,asalariado,40,45456.3,0.0,2019,310.18034
38,Mujer,Catalunya,Espanya,asalariado,40,5340.0,0.0,2019,309.0433
57,Mujer,Catalunya,Resto,asalariado,60,9600.0,0.0,2019,661.9635099999999
37,Mujer,Catalunya,Resto,asalariado, ,9492.6,0.0,2019,661.35715
39,Hombre,Catalunya,Resto,asalariado, ,18399.2,0.0,2019,663.79044
32,Mujer,Catalunya,Resto,asalariado,60,9000.0,0.0,2019,682.3723
83,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,336.61843
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,279.11852000000005
58,Hombre,Catalunya,Espanya,asalariado,40,27135.1,0.0,2019,280.24709
55,Hombre,Catalunya,Espanya,asalariado,40,29560.6,0.0,2019,337.18089
52,Mujer,Catalunya,Espanya,autónomo,65,0.0,7539.2,2019,333.68485
20,Mujer,Catalunya,Espanya,asalariado, ,5774.4,0.0,2019,340.50858
65,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,341.30509
54,Hombre,Catalunya,Espanya,asalariado,40,22484.7,0.0,2019,341.76041000000004
60,Hombre,Catalunya,Espanya,asalariado,35,31842.6,0.0,2019,175.15543
42,Hombre,Catalunya,Resto,autónomo,40,0.0,28512.9,2019,771.71786
40,Mujer,Catalunya,Resto,autónomo, ,0.0,0.0,2019,768.88894
40,Hombre,Catalunya,Espanya,asalariado, ,54885.8,0.0,2019,332.69639
34,Mujer,Catalunya,Resto,asalariado, ,623.5,0.0,2019,342.00975
50,Hombre,Catalunya,Espanya,asalariado,40,18810.2,0.0,2019,591.3806599999999
48,Mujer,Catalunya,Espanya,asalariado,40,16296.8,0.0,2019,590.0363
42,Hombre,Catalunya,Resto,asalariado,40,15552.1,0.0,2019,270.917
41,Mujer,Catalunya,Resto,autónomo,20,0.0,1500.0,2019,269.92388
26,Mujer,Catalunya,Espanya,asalariado,40,19005.8,0.0,2019,659.08509
31,Hombre,Catalunya,Espanya,autónomo,60,6024.78,0.0,2019,644.35802
86,Hombre,Catalunya,Espanya,asalariado, ,8.6,0.0,2019,278.76186
62,Mujer,Catalunya,Espanya,asalariado, ,13223.63,0.0,2019,281.39697
75,Mujer,Catalunya,Espanya,Empleador, ,0.0,0.0,2019,287.1895
64,Hombre,Catalunya,Espanya,Empleador, ,0.0,0.0,2019,605.25185
37,Hombre,Catalunya,Espanya,asalariado,40,15870.6,0.0,2019,605.98423
33,Mujer,Catalunya,Resto,asalariado,30,0.0,0.0,2019,622.94789
55,Mujer,Catalunya,UE-28,asalariado,40,15165.9,0.0,2019,602.3181099999999
39,Hombre,Catalunya,UE-28,asalariado,40,0.0,27789.8,2019,330.16474
72,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2019,287.1895
57,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,243.15822999999997
53,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,245.1064
46,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2019,237.81124
74,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2019,287.1895
37,Hombre,Catalunya,Resto,ayuda familiar, ,0.0,0.0,2019,278.61374
37,Mujer,Catalunya,Resto,ayuda familiar, ,0.0,0.0,2019,277.59241000000003
79,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,257.82649
68,Mujer,Catalunya,Espanya,Empleador, ,0.0,0.0,2019,257.43206000000004
82,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,173.30649
52,Mujer,Catalunya,Resto,asalariado,45,12100.0,0.0,2019,699.64555
45,Hombre,Catalunya,Resto,asalariado,45,30267.41,0.0,2019,703.90406
51,Mujer,Catalunya,Resto,asalariado,55,14400.0,0.0,2019,699.64555
52,Hombre,Catalunya,Resto,asalariado,45,9935.6,0.0,2019,706.97578
24,Mujer,Catalunya,Resto,asalariado,25,8000.0,0.0,2019,705.71296
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,336.61843
40,Hombre,Catalunya,Espanya,asalariado,35,24216.0,0.0,2019,486.05714000000006
34,Mujer,Catalunya,Espanya,asalariado,40,35682.8,0.0,2019,499.66360999999995
59,Mujer,Catalunya,Espanya,asalariado,43,16912.3,0.0,2019,622.73515
46,Hombre,Catalunya,Espanya,asalariado,40,20813.82,0.0,2019,624.33942
29,Mujer,Catalunya,Espanya,asalariado,40,6541.7,0.0,2019,641.9345
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,279.11478
86,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,278.75954
55,Hombre,Catalunya,Resto,autónomo,60,0.0,4000.0,2019,573.2412400000001
51,Mujer,Catalunya,Resto,autónomo,60,0.0,4000.0,2019,567.29763
24,Hombre,Catalunya,Resto,autónomo,50,22658.3,0.0,2019,573.13459
23,Mujer,Catalunya,Resto,ayuda familiar, ,0.0,0.0,2019,572.2173
18,Mujer,Catalunya,Resto,ayuda familiar, ,0.0,0.0,2019,578.89864
46,Hombre,Catalunya,Espanya,asalariado,40,22350.1,0.0,2019,499.07383
34,Hombre,Catalunya,Espanya,asalariado,40,25814.3,0.0,2019,501.67275
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,336.61843
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,173.30649
64,Mujer,Catalunya,Resto,asalariado, ,0.0,0.0,2019,701.22562
29,Mujer,Catalunya,Resto,asalariado,40,24598.8,0.0,2019,718.6808900000001
29,Hombre,Catalunya,Resto,asalariado,40,362.1,4027.2,2019,702.62217
39,Mujer,Catalunya,Espanya,asalariado,35,21059.0,0.0,2019,309.0433
37,Hombre,Catalunya,Espanya,asalariado,40,67857.9,0.0,2019,310.18034
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,279.11478
86,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,278.75954
42,Mujer,Catalunya,Espanya,asalariado,40,8312.2,0.0,2019,339.96797999999995
68,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,338.52758
58,Hombre,Catalunya,Espanya,asalariado,40,33002.7,0.0,2019,407.17618
54,Mujer,Catalunya,Espanya,asalariado,13,1145.6,0.0,2019,406.18285
22,Mujer,Catalunya,Espanya,asalariado,40,4669.3,0.0,2019,409.70532000000003
42,Mujer,Catalunya,Espanya,asalariado,37,22595.4,0.0,2019,247.49137000000002
52,Mujer,Catalunya,Espanya,asalariado,20,10745.0,0.0,2019,461.8912
21,Mujer,Catalunya,Espanya,asalariado,8,2824.0,0.0,2019,465.89678
54,Hombre,Catalunya,Espanya,asalariado,40,28779.2,0.0,2019,466.73047
52,Mujer,Catalunya,Espanya,asalariado,38,35312.8,0.0,2019,247.0048
59,Hombre,Catalunya,Espanya,asalariado,38,47967.8,0.0,2019,247.60886000000002
18,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,250.78177000000002
45,Hombre,Catalunya,Espanya,asalariado,40,59109.5,0.0,2019,412.1655
43,Mujer,Catalunya,Espanya,asalariado,40,46305.7,0.0,2019,410.65461
54,Hombre,Catalunya,Espanya,asalariado,37,29332.5,0.0,2019,349.30552
53,Mujer,Catalunya,Espanya,asalariado,50,54330.6,0.0,2019,345.68376
20,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,350.96963999999997
76,Mujer,Catalunya,UE-28,asalariado, ,0.0,0.0,2019,302.28843
75,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,433.73982
28,Mujer,Catalunya,Espanya,asalariado,40,0.0,0.0,2019,449.35092000000003
53,Mujer,Catalunya,Espanya,autónomo,48,0.0,5114.7,2019,449.343
58,Mujer,Catalunya,UE-28,asalariado, ,16447.0,0.0,2019,273.38667999999996
45,Hombre,Catalunya,Resto,autónomo,40,1906.5,12500.0,2019,274.14119
55,Mujer,Catalunya,Espanya,autónomo,20,0.0,5987.85,2019,324.03577
57,Hombre,Catalunya,Espanya,autónomo,20,0.0,5987.85,2019,324.82821
65,Hombre,Catalunya,Espanya,asalariado,40,112512.2,0.0,2019,176.08513
53,Mujer,Catalunya,Espanya,asalariado,40,32130.9,0.0,2019,298.56821
17,Mujer,Catalunya,Espanya,, ,0.0,0.0,2019,304.67381
64,Mujer,Catalunya,Espanya,autónomo,40,6038.7,0.0,2019,363.7957
23,Hombre,Catalunya,Espanya,asalariado,40,14090.4,0.0,2019,364.21325
60,Mujer,Catalunya,Espanya,asalariado, ,12749.5,0.0,2019,291.21362999999997
63,Hombre,Catalunya,Espanya,asalariado,40,117377.4,0.0,2019,291.66442
39,Hombre,Catalunya,Espanya,autónomo,40,0.0,7500.0,2019,292.01734
19,Hombre,Catalunya,Espanya,, ,0.0,0.0,2019,294.68892999999997
34,Hombre,Catalunya,UE-28,asalariado,40,31467.1,0.0,2019,495.85432000000003
30,Hombre,Catalunya,Espanya,asalariado,40,45169.1,0.0,2019,495.85432000000003
43,Hombre,Catalunya,Espanya,asalariado,40,29436.6,0.0,2019,423.30544000000003
75,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,419.9668
79,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,420.61026
61,Mujer,Catalunya,Espanya,asalariado,15,4191.6,0.0,2019,281.824
57,Hombre,Catalunya,Espanya,asalariado,40,74483.0,0.0,2019,279.95697
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,479.3598
78,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,478.74970999999994
42,Mujer,Catalunya,Espanya,asalariado,40,16589.86,0.0,2019,480.66295999999994
54,Mujer,Catalunya,Espanya,asalariado,40,38998.8,0.0,2019,449.343
70,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2019,305.00697
63,Mujer,Catalunya,Espanya,asalariado,40,34841.1,0.0,2019,308.31012000000004
72,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,429.49463
60,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,431.64502000000005
29,Hombre,Catalunya,Espanya,asalariado,40,12900.27,0.0,2019,435.01059000000004
59,Hombre,Catalunya,Espanya,asalariado,40,89952.2,0.0,2019,566.3375900000001
62,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,570.11449
29,Mujer,Catalunya,Espanya,asalariado,35,251.0,0.0,2019,584.30608
33,Mujer,Catalunya,UE-28,asalariado, ,12865.6,0.0,2019,630.63797
53,Hombre,Catalunya,UE-28,autónomo,60,0.0,36000.0,2019,230.49989
62,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,379.55771
34,Mujer,Catalunya,Resto,asalariado,20,7391.9,0.0,2019,390.65501
43,Mujer,Catalunya,Espanya,asalariado,41,36002.2,0.0,2019,480.71619000000004
43,Mujer,Catalunya,Espanya,asalariado,37,39200.3,0.0,2019,480.71619000000004
64,Mujer,Catalunya,Espanya,asalariado, ,10434.2,0.0,2019,339.28987
39,Hombre,Catalunya,Resto,asalariado, ,10418.1,0.0,2019,439.88583
32,Mujer,Catalunya,Espanya,asalariado,40,14000.0,0.0,2019,452.1998
41,Hombre,Catalunya,Resto,autónomo,35,0.0,31390.5,2019,330.16474
67,Mujer,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,287.1895
57,Hombre,Catalunya,Espanya,autónomo,40,0.0,6327.0,2019,324.82821
55,Mujer,Catalunya,Espanya,asalariado,35,26425.9,0.0,2019,324.03577
37,Hombre,Catalunya,Espanya,Empleador,40,1003.9,15434.7,2019,351.06646
34,Mujer,Catalunya,Espanya,autónomo,40,0.0,0.0,2019,360.89406
53,Hombre,Catalunya,Espanya,asalariado,40,20205.2,0.0,2019,437.10089000000005
50,Mujer,Catalunya,Espanya,asalariado,40,23488.5,0.0,2019,434.13287
71,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,321.43503
57,Mujer,Catalunya,Espanya,asalariado,40,38464.18,0.0,2019,323.04438999999996
21,Mujer,Catalunya,Espanya,asalariado, ,2694.97,0.0,2019,324.7684
86,Hombre,Catalunya,Espanya,asalariado, ,0.0,0.0,2019,358.1299
83,Mujer,Catalunya,Espanya,autónomo, ,0.0,0.0,2019,357.6741
58,Hombre,Catalunya,Espanya,autónomo, ,0.0,0.0,2019,359.12029
37,Hombre,Catalunya,Resto,Empleador,45,0.0,13057.3,2019,307.23474
